Date,Chain,Postcode,Category,Total Units,Total cost per unit,Prices,,
01/10/2016,Nike,4215,Accessories,34,2.99,1.96,,
01/10/2016,Nike,3148,Accessories,20,2.35,0.59,,
01/10/2016,Adidas,7018,Juniors,8,10.49,6.09,,
01/10/2016,Nike,2480,Womens,11,4.90,1.68,,
01/10/2016,Nike,4119,Kids,28,2.09,0.83,,
01/10/2016,Nike,3148,Equipment,27,2.09,0.78,,
01/10/2016,Nike,2031,Kids,9,7.21,3.25,,
01/10/2016,Nike,3175,Kids,30,2.89,1.70,,
01/10/2016,Adidas,2750,Home,3,23.32,11.35,,
01/10/2016,Nike,2541,Womens,6,9.99,4.00,,
01/10/2016,Nike,4068,Womens,9,6.66,2.67,,
01/10/2016,Nike,4509,Womens,6,9.99,4.00,,
01/10/2016,Nike,2795,Juniors,4,18.99,10.00,,
01/10/2016,Adidas,5168,Womens,9,7.00,3.00,,
01/10/2016,Adidas,2539,Home,25,3.63,2.19,,
01/10/2016,Adidas,6052,Mens,9,5.99,1.98,,
01/10/2016,Nike,3175,Groceries,10,10.94,7.32,,
01/10/2016,Adidas,4700,Equipment,36,2.44,1.43,,
01/10/2016,Nike,4551,Groceries,142,1.19,0.93,,
01/10/2016,Adidas,5011,Womens,10,6.49,2.85,,
01/10/2016,Adidas,6027,Hosiery,30,3.08,1.87,,
01/10/2016,Adidas,4883,Juniors,7,9.99,4.79,,
01/10/2016,Nike,6280,Groceries,72,1.88,1.37,,
01/10/2016,Adidas,4655,Juniors,4,19.74,10.61,,
01/10/2016,Adidas,4802,Home,21,3.99,2.25,,
01/10/2016,Adidas,2120,Equipment,84,2.67,2.23,,
01/10/2016,Nike,2015,Equipment,25,2.44,0.97,,
01/10/2016,Adidas,5290,Hosiery,19,3.62,1.68,,
01/10/2016,Adidas,2485,Juniors,13,6.84,4.00,,
01/10/2016,Adidas,4870,Home,21,4.09,2.33,,
01/10/2016,Nike,4053,Groceries,121,1.07,0.76,,
01/10/2016,Adidas,3690,Juniors,23,4.08,2.46,,
01/10/2016,Adidas,4883,Juniors,10,7.99,4.25,,
01/10/2016,Nike,2101,Kids,28,2.99,1.65,,
01/10/2016,Adidas,3500,Womens,8,9.99,5.25,,
01/10/2016,Adidas,5082,Womens,8,9.99,5.25,,
01/10/2016,Nike,6280,Juniors,8,10.12,5.38,,
01/10/2016,Adidas,4825,Juniors,5,16.59,9.00,,
01/10/2016,Nike,2101,Groceries,72,1.61,1.08,,
01/10/2016,Nike,2795,Home,9,9.55,5.32,,
01/10/2016,Adidas,6725,Home,21,3.99,2.17,,
01/10/2016,Adidas,4220,Shoes,10,5.99,2.16,,
01/10/2016,Nike,2154,Accessories,14,3.99,1.25,,
01/10/2016,Nike,2800,Accessories,14,3.99,1.25,,
01/10/2016,Adidas,4566,Mens,12,5.91,2.71,,
01/10/2016,Nike,4053,Kids,14,4.25,1.51,,
01/10/2016,Adidas,3931,Mens,25,3.64,2.10,,
01/10/2016,Adidas,2141,Home,20,4.34,2.41,,
01/10/2016,Adidas,5082,Mens,8,6.99,2.16,,
01/10/2016,Nike,2101,Kids,26,2.46,0.97,,
01/10/2016,Adidas,4566,Juniors,17,4.34,2.06,,
01/10/2016,Adidas,2131,Kids,12,4.99,1.75,,
01/10/2016,Adidas,4802,Mens,6,12.99,6.50,,
01/10/2016,Adidas,5168,Juniors,8,11.00,6.13,,
01/10/2016,Nike,3076,Accessories,10,5.00,1.10,,
01/10/2016,Adidas,3280,Accessories,7,13.85,8.25,,
01/10/2016,Adidas,7320,Kids,17,6.11,3.77,,
01/10/2016,Adidas,3429,Home,28,3.56,2.14,,
01/10/2016,Nike,2800,Womens,45,2.37,1.48,,
01/10/2016,Adidas,6109,Womens,8,9.99,5.00,,
01/10/2016,Adidas,5043,Mens,15,5.72,3.06,,
01/10/2016,Adidas,3500,Home,23,3.99,2.25,,
01/10/2016,Adidas,2790,Womens,11,6.65,3.00,,
01/10/2016,Nike,2480,Accessories,9,6.43,1.97,,
01/10/2016,Adidas,2158,Mens,11,5.81,2.16,,
01/10/2016,Nike,3076,Mens,7,6.99,1.25,,
01/10/2016,Adidas,3429,Mens,6,7.99,1.29,,
01/10/2016,Nike,4053,Accessories,10,5.99,1.96,,
01/10/2016,Nike,3148,Juniors,18,2.99,0.75,,
01/10/2016,Nike,4053,Womens,32,2.33,1.07,,
01/10/2016,Adidas,4566,Womens,9,9.99,5.50,,
01/10/2016,Adidas,6052,Womens,9,9.99,5.50,,
01/10/2016,Adidas,3134,Womens,9,9.99,5.50,,
01/10/2016,Adidas,5168,Mens,10,6.79,2.74,,
01/10/2016,Adidas,870,Mens,26,4.38,2.82,,
01/10/2016,Nike,2480,Juniors,6,12.77,6.00,,
01/10/2016,Adidas,4012,Hosiery,24,3.80,2.10,,
01/10/2016,Adidas,7010,Home,33,1.98,0.75,,
01/10/2016,Adidas,5343,Home,24,3.91,2.21,,
01/10/2016,Adidas,5011,Kids,11,7.99,4.27,,
01/10/2016,Nike,3148,Womens,7,9.70,3.85,,
01/10/2016,Nike,2830,Womens,53,3.71,2.94,,
01/10/2016,Adidas,4825,Mens,14,6.28,3.34,,
01/10/2016,Adidas,3030,Home,19,4.72,2.55,,
01/10/2016,Adidas,3134,Mens,13,6.68,3.51,,
01/10/2016,Adidas,3179,Mens,10,6.69,2.56,,
01/10/2016,Adidas,6010,Home,34,1.97,0.75,,
01/10/2016,Nike,6530,Womens,15,4.92,2.16,,
01/10/2016,Nike,2020,Accessories,3,38.32,24.50,,
01/10/2016,Adidas,4703,Womens,12,6.99,3.50,,
01/10/2016,Adidas,5607,Kids,10,9.39,5.20,,
01/10/2016,Nike,2116,Accessories,7,16.09,10.07,,
01/10/2016,Adidas,4700,Mens,12,6.32,2.80,,
01/10/2016,Nike,2067,Mens,21,8.28,6.26,,
01/10/2016,Adidas,7250,Mens,14,4.78,1.75,,
01/10/2016,Nike,6330,Groceries,68,1.84,1.22,,
01/10/2016,Adidas,6450,Juniors,16,6.85,4.18,,
01/10/2016,Nike,2116,Shoes,19,5.25,3.00,,
01/10/2016,Adidas,4012,Womens,15,5.97,3.12,,
01/10/2016,Nike,2650,Womens,39,2.05,0.95,,
01/10/2016,Adidas,6112,Juniors,6,19.16,12.00,,
01/10/2016,Nike,4509,Womens,13,3.99,0.67,,
01/10/2016,Adidas,3630,Juniors,32,2.99,1.64,,
01/10/2016,Nike,2350,Juniors,13,6.53,3.20,,
01/10/2016,Nike,6530,Juniors,12,5.49,1.88,,
01/10/2016,Nike,3018,Accessories,18,5.97,3.56,,
01/10/2016,Adidas,2750,Home,25,3.99,2.25,,
01/10/2016,Adidas,5082,Mens,16,4.49,1.75,,
01/10/2016,Adidas,5168,Juniors,16,6.80,4.06,,
01/10/2016,Adidas,4220,Womens,10,7.79,3.40,,
01/10/2016,Adidas,2120,Juniors,17,6.05,3.47,,
01/10/2016,Adidas,3134,Womens,12,7.41,3.75,,
01/10/2016,Adidas,2478,Mens,4,14.99,4.00,,
01/10/2016,Nike,3018,Juniors,33,2.90,1.57,,
01/10/2016,Adidas,6109,Mens,20,4.14,1.94,,
01/10/2016,Adidas,6109,Womens,10,7.91,3.50,,
01/10/2016,Adidas,2158,Home,22,4.63,2.62,,
01/10/2016,Adidas,4566,Womens,11,6.67,2.64,,
01/10/2016,Nike,3175,Juniors,12,5.38,1.67,,
01/10/2016,Adidas,5169,Womens,9,10.21,5.24,,
01/10/2016,Nike,4558,Mens,15,4.99,2.00,,
01/10/2016,Adidas,4700,Kids,10,7.99,3.50,,
01/10/2016,Adidas,3977,Home,47,2.99,2.03,,
01/10/2016,Nike,2031,Home,9,11.32,6.31,,
01/10/2016,Nike,6530,Juniors,38,3.91,2.72,,
01/10/2016,Adidas,2539,Mens,7,12.99,6.50,,
01/10/2016,Nike,3018,Kids,17,3.76,1.09,,
01/10/2016,Adidas,4700,Juniors,7,12.42,5.93,,
01/10/2016,Adidas,6052,Home,26,4.22,2.47,,
01/10/2016,Nike,3550,Groceries,82,2.03,1.47,,
01/10/2016,Nike,3550,Womens,16,6.87,4.01,,
01/10/2016,Adidas,6109,Kids,13,6.68,3.15,,
01/10/2016,Nike,2650,Womens,4,24.99,13.50,,
01/10/2016,Adidas,6010,Equipment,16,5.10,2.22,,
01/10/2016,Adidas,6112,Accessories,28,3.21,1.57,,
01/10/2016,Adidas,3136,Mens,19,4.63,2.21,,
01/10/2016,Nike,3551,Juniors,7,12.62,6.00,,
01/10/2016,Nike,2015,Womens,34,6.00,4.64,,
01/10/2016,Adidas,2478,Womens,13,6.24,2.66,,
01/10/2016,Adidas,3280,Mens,22,5.09,2.97,,
01/10/2016,Adidas,2158,Womens,15,7.07,3.94,,
01/10/2016,Adidas,2131,Kids,25,3.44,1.56,,
01/10/2016,Adidas,3429,Mens,10,7.59,2.90,,
01/10/2016,Nike,6530,Hosiery,27,3.99,2.25,,
01/10/2016,Nike,2617,Kids,10,9.79,5.09,,
01/10/2016,Nike,3175,Womens,11,7.10,2.82,,
01/10/2016,Nike,3199,Kids,24,4.41,2.44,,
01/10/2016,Adidas,5168,Kids,13,7.22,3.57,,
01/10/2016,Nike,3148,Juniors,8,14.87,8.94,,
01/10/2016,Nike,2560,Groceries,78,1.77,1.16,,
01/10/2016,Adidas,6109,Home,41,1.91,0.75,,
01/10/2016,Nike,4509,Juniors,12,5.99,2.00,,
01/10/2016,Adidas,4220,Womens,10,9.79,5.00,,
01/10/2016,Nike,4053,Womens,8,9.99,4.00,,
01/10/2016,Adidas,4570,Womens,14,8.92,5.50,,
01/10/2016,Adidas,4802,Womens,19,4.52,2.00,,
01/10/2016,Adidas,5607,Home,27,3.99,2.21,,
01/10/2016,Adidas,2064,Juniors,17,7.65,4.81,,
01/10/2016,Nike,4119,Shoes,20,4.97,2.56,,
01/10/2016,Nike,4509,Kids,20,3.79,1.37,,
01/10/2016,Adidas,4700,Home,29,3.48,1.81,,
01/10/2016,Adidas,3131,Womens,11,9.90,5.50,,
01/10/2016,Adidas,5290,Womens,11,9.90,5.50,,
01/10/2016,Nike,4068,Womens,50,1.87,0.90,,
01/10/2016,Adidas,4700,Womens,13,6.99,3.25,,
01/10/2016,Adidas,2478,Juniors,25,3.95,2.00,,
01/10/2016,Adidas,6027,Home,40,1.98,0.76,,
01/10/2016,Nike,3018,Kids,50,4.95,3.97,,
01/10/2016,Nike,4068,Kids,79,3.70,3.08,,
01/10/2016,Adidas,6027,Womens,10,9.99,5.06,,
01/10/2016,Adidas,6010,Kids,12,8.91,4.80,,
01/10/2016,Adidas,7320,Womens,24,5.50,3.44,,
01/10/2016,Adidas,6021,Womens,11,9.99,5.50,,
01/10/2016,Nike,6330,Juniors,11,9.99,5.50,,
01/10/2016,Nike,6530,Kids,19,4.68,2.08,,
01/10/2016,Nike,6330,Equipment,27,4.06,2.22,,
01/10/2016,Nike,3199,Juniors,34,4.76,3.30,,
01/10/2016,Nike,2480,Juniors,29,3.68,1.96,,
01/10/2016,Adidas,2790,Womens,10,9.99,5.00,,
01/10/2016,Nike,4551,Accessories,32,3.65,2.09,,
01/10/2016,Nike,6530,Womens,5,24.99,15.00,,
01/10/2016,Nike,6330,Accessories,10,13.39,8.38,,
01/10/2016,Adidas,2064,Juniors,12,8.74,4.56,,
01/10/2016,Adidas,4305,Equipment,45,2.93,1.81,,
01/10/2016,Adidas,2609,Womens,28,6.17,4.37,,
01/10/2016,Nike,3175,Womens,15,3.96,0.60,,
01/10/2016,Nike,3066,Kids,17,5.46,2.49,,
01/10/2016,Nike,2350,Kids,29,3.36,1.62,,
01/10/2016,Adidas,3429,Home,41,1.99,0.75,,
01/10/2016,Adidas,3915,Kids,18,7.10,4.28,,
01/10/2016,Nike,4509,Juniors,45,2.92,1.79,,
01/10/2016,Nike,2617,Mens,13,4.91,1.00,,
01/10/2016,Adidas,6112,Kids,29,5.58,3.82,,
01/10/2016,Adidas,6109,Home,30,4.01,2.30,,
01/10/2016,Nike,4119,Womens,27,5.44,3.54,,
01/10/2016,Adidas,3136,Womens,14,6.99,3.30,,
01/10/2016,Nike,2795,Womens,24,6.21,4.05,,
01/10/2016,Nike,4119,Accessories,18,6.43,3.53,,
01/10/2016,Nike,4551,Womens,69,1.62,0.86,,
01/10/2016,Nike,3148,Groceries,89,1.99,1.40,,
01/10/2016,Nike,4551,Juniors,18,5.32,2.41,,
01/10/2016,Nike,2015,Accessories,13,5.99,1.96,,
01/10/2016,Adidas,4680,Mens,13,5.99,1.96,,
01/10/2016,Adidas,5169,Kids,30,4.48,2.73,,
01/10/2016,Adidas,3134,Hosiery,53,3.33,2.34,,
01/10/2016,Nike,2067,Kids,30,3.76,2.00,,
01/10/2016,Nike,2350,Womens,9,9.88,4.00,,
01/10/2016,Adidas,2158,Home,35,3.48,1.97,,
01/10/2016,Adidas,2478,Mens,17,5.52,2.40,,
01/10/2016,Nike,2541,Womens,17,3.99,0.86,,
01/10/2016,Nike,4119,Womens,25,4.19,2.06,,
01/10/2016,Adidas,7010,Mens,25,5.39,3.26,,
01/10/2016,Adidas,3690,Home,33,3.74,2.12,,
01/10/2016,Nike,2067,Juniors,22,5.22,2.78,,
01/10/2016,Adidas,5043,Home,31,4.68,2.95,,
01/10/2016,Nike,3148,Kids,21,4.85,2.28,,
01/10/2016,Adidas,4802,Womens,12,9.99,5.50,,
01/10/2016,Nike,2617,Womens,9,9.99,4.00,,
01/10/2016,Nike,4509,Groceries,98,1.67,1.12,,
01/10/2016,Adidas,6021,Equipment,32,3.98,2.29,,
01/10/2016,Nike,2541,Home,12,13.41,8.90,,
01/10/2016,Adidas,6450,Juniors,14,11.50,7.63,,
01/10/2016,Nike,2154,Shoes,25,4.19,2.02,,
01/10/2016,Nike,3076,Womens,29,5.30,3.43,,
01/10/2016,Adidas,6112,Hosiery,20,5.89,3.18,,
01/10/2016,Adidas,5082,Home,31,3.99,2.23,,
01/10/2016,Nike,3199,Groceries,342,1.44,1.28,,
01/10/2016,Nike,4551,Home,14,9.83,5.92,,
01/10/2016,Nike,4558,Womens,20,7.64,4.90,,
01/10/2016,Adidas,5082,Womens,10,9.99,4.50,,
01/10/2016,Nike,4509,Accessories,12,7.99,3.40,,
01/10/2016,Nike,4119,Kids,38,2.91,1.46,,
01/10/2016,Nike,6530,Womens,26,5.26,3.14,,
01/10/2016,Nike,2617,Womens,34,3.29,1.66,,
01/10/2016,Nike,3550,Kids,20,5.09,2.32,,
01/10/2016,Nike,2350,Womens,53,2.01,0.96,,
01/10/2016,Adidas,870,Home,26,4.76,2.62,,
01/10/2016,Adidas,4825,Mens,18,5.86,2.77,,
01/10/2016,Adidas,2141,Womens,26,5.81,3.66,,
01/10/2016,Adidas,6027,Kids,15,7.86,4.14,,
01/10/2016,Nike,4215,Accessories,14,9.70,5.71,,
01/10/2016,Nike,2067,Shoes,8,9.99,3.00,,
01/10/2016,Nike,6280,Kids,58,3.54,2.57,,
01/10/2016,Nike,2795,Womens,51,2.03,0.93,,
01/10/2016,Adidas,7010,Womens,15,7.53,3.78,,
01/10/2016,Adidas,3630,Accessories,25,4.63,2.38,,
01/10/2016,Adidas,4825,Kids,15,8.26,4.50,,
01/10/2016,Adidas,4883,Mens,12,8.16,3.46,,
01/10/2016,Adidas,3136,Home,33,3.68,1.97,,
01/10/2016,Adidas,3030,Womens,16,8.37,4.83,,
01/10/2016,Adidas,3915,Home,24,6.12,3.76,,
01/10/2016,Nike,2800,Accessories,28,3.74,1.71,,
01/10/2016,Adidas,3977,Kids,14,8.85,4.80,,
01/10/2016,Adidas,4012,Home,47,1.96,0.75,,
01/10/2016,Adidas,5290,Home,28,4.48,2.44,,
01/10/2016,Nike,2830,Womens,11,8.17,2.98,,
01/10/2016,Nike,4053,Accessories,13,10.91,6.49,,
01/10/2016,Nike,2020,Kids,40,5.34,3.90,,
01/10/2016,Nike,6530,Womens,17,3.99,0.60,,
01/10/2016,Adidas,5607,Womens,13,7.07,2.62,,
01/10/2016,Nike,3018,Groceries,102,2.00,1.43,,
01/10/2016,Adidas,870,Womens,13,9.99,5.50,,
01/10/2016,Adidas,6027,Womens,13,7.99,3.50,,
01/10/2016,Adidas,3977,Mens,9,12.99,6.50,,
01/10/2016,Adidas,5011,Mens,9,12.99,6.50,,
01/10/2016,Adidas,2131,Womens,13,8.38,3.88,,
01/10/2016,Adidas,3931,Womens,20,6.26,3.34,,
01/10/2016,Adidas,2539,Hosiery,33,3.60,1.82,,
01/10/2016,Adidas,4703,Juniors,8,19.37,12.01,,
01/10/2016,Nike,2067,Kids,40,6.35,4.88,,
01/10/2016,Adidas,7250,Equipment,39,3.52,2.01,,
01/10/2016,Nike,2541,Groceries,134,1.71,1.27,,
01/10/2016,Adidas,4570,Home,35,3.94,2.25,,
01/10/2016,Nike,4509,Womens,19,6.99,3.86,,
01/10/2016,Nike,3175,Kids,15,6.94,2.97,,
01/10/2016,Nike,2480,Mens,16,5.80,2.07,,
01/10/2016,Adidas,7250,Womens,12,9.80,4.81,,
01/10/2016,Nike,4068,Juniors,35,3.96,2.25,,
01/10/2016,Nike,2015,Juniors,6,19.99,10.00,,
01/10/2016,Adidas,3134,Home,36,3.91,2.24,,
01/10/2016,Adidas,3915,Kids,26,4.76,2.45,,
01/10/2016,Nike,3018,Equipment,10,7.99,1.96,,
01/10/2016,Nike,2830,Accessories,16,9.05,5.28,,
01/10/2016,Adidas,4870,Hosiery,31,4.54,2.59,,
01/10/2016,Adidas,5082,Home,23,6.21,3.58,,
01/10/2016,Nike,2350,Womens,25,5.38,2.96,,
01/10/2016,Adidas,6027,Shoes,6,35.82,25.72,,
01/10/2016,Adidas,4220,Home,41,4.41,2.93,,
01/10/2016,Nike,2116,Womens,22,5.72,2.96,,
01/10/2016,Adidas,4870,Womens,16,8.62,4.81,,
01/10/2016,Nike,2830,Womens,18,3.99,0.60,,
01/10/2016,Nike,2541,Kids,37,2.81,1.14,,
01/10/2016,Adidas,5082,Womens,20,6.50,3.41,,
01/10/2016,Adidas,3131,Womens,13,9.99,5.23,,
01/10/2016,Nike,2031,Kids,58,3.75,2.68,,
01/10/2016,Nike,4053,Kids,70,3.88,2.99,,
01/10/2016,Adidas,2609,Hosiery,36,3.84,2.11,,
01/10/2016,Nike,2154,Juniors,22,5.98,3.14,,
01/10/2016,Nike,2020,Kids,25,4.87,2.36,,
01/10/2016,Adidas,3429,Kids,15,8.79,4.60,,
01/10/2016,Adidas,4570,Kids,26,5.07,2.65,,
01/10/2016,Nike,2031,Groceries,142,1.56,1.12,,
01/10/2016,Nike,3550,Groceries,112,1.90,1.34,,
01/10/2016,Adidas,2120,Womens,15,7.69,3.45,,
01/10/2016,Adidas,4802,Womens,25,5.32,2.77,,
01/10/2016,Nike,2617,Mens,19,4.62,1.26,,
01/10/2016,Adidas,4740,Womens,28,7.34,5.06,,
01/10/2016,Nike,2015,Kids,19,7.36,4.00,,
01/10/2016,Nike,2350,Womens,9,13.71,6.61,,
01/10/2016,Adidas,7320,Womens,18,6.88,3.33,,
01/10/2016,Adidas,3630,Home,35,4.09,2.26,,
01/10/2016,Nike,2031,Groceries,109,1.99,1.40,,
01/10/2016,Adidas,6010,Womens,8,11.12,3.10,,
01/10/2016,Adidas,3500,Mens,26,4.38,1.90,,
01/10/2016,Adidas,2485,Home,36,4.19,2.40,,
01/10/2016,Nike,2154,Groceries,116,1.82,1.26,,
01/10/2016,Nike,2154,Womens,27,6.07,3.68,,
01/10/2016,Adidas,3179,Home,22,6.26,3.32,,
01/10/2016,Adidas,3931,Kids,33,5.51,3.55,,
01/10/2016,Nike,800,Womens,66,3.15,3.37,,
01/10/2016,Nike,800,Womens,26,3.38,3.55,,
01/10/2016,Nike,800,Womens,19,6.26,3.55,,
01/10/2016,Nike,800,Womens,35,8.57,4.00,,
01/10/2016,Nike,2650,Kids,78,3.65,2.82,,
01/10/2016,Adidas,5343,Mens,10,12.99,6.50,,
01/10/2016,Adidas,4680,Hosiery,47,3.29,1.91,,
01/10/2016,Adidas,3030,Equipment,41,4.19,2.60,,
01/10/2016,Adidas,2539,Juniors,34,4.08,2.16,,
01/10/2016,Nike,2560,Juniors,19,7.26,3.82,,
01/10/2016,Adidas,2609,Home,48,3.23,1.87,,
01/10/2016,Nike,4215,Groceries,258,0.76,0.51,,
01/10/2016,Adidas,5169,Home,56,3.24,2.07,,
01/10/2016,Adidas,6725,Kids,12,9.99,4.50,,
01/10/2016,Adidas,6052,Kids,18,7.66,3.99,,
01/10/2016,Nike,800,Womens,114,4.80,2.44,,
01/10/2016,Adidas,5011,Womens,16,8.37,4.24,,
01/10/2016,Nike,3066,Groceries,179,1.14,0.77,,
01/10/2016,Nike,2830,Home,16,10.99,6.84,,
01/10/2016,Adidas,4883,Kids,34,4.76,2.80,,
01/10/2016,Adidas,2539,Juniors,15,9.32,4.88,,
01/10/2016,Nike,2015,Womens,48,3.81,2.42,,
01/10/2016,Adidas,4220,Home,54,1.99,0.75,,
01/10/2016,Nike,6530,Womens,49,3.99,2.62,,
01/10/2016,Adidas,5169,Womens,21,7.47,4.27,,
01/10/2016,Adidas,2141,Kids,18,7.77,4.03,,
01/10/2016,Adidas,3931,Kids,15,7.99,3.50,,
01/10/2016,Nike,2020,Accessories,9,7.99,0.50,,
01/10/2016,Nike,2650,Mens,20,5.84,2.47,,
01/10/2016,Adidas,3915,Kids,33,4.05,2.00,,
01/10/2016,Adidas,3690,Mens,17,5.95,1.96,,
01/10/2016,Adidas,4655,Mens,17,5.95,1.96,,
01/10/2016,Nike,800,Womens,91,8.07,3.67,,
01/10/2016,Adidas,3030,Mens,20,6.04,2.63,,
01/10/2016,Adidas,5607,Kids,23,5.38,2.42,,
01/10/2016,Nike,800,Womens,250,8.41,4.54,,
01/10/2016,Nike,2015,Home,23,7.15,4.18,,
01/10/2016,Adidas,870,Kids,30,5.89,3.61,,
01/10/2016,Adidas,5290,Kids,16,8.37,4.09,,
01/10/2016,Nike,6280,Womens,18,7.05,3.24,,
01/10/2016,Nike,2795,Kids,39,4.76,3.00,,
01/10/2016,Adidas,870,Womens,19,7.25,3.63,,
01/10/2016,Adidas,2120,Hosiery,50,3.42,2.04,,
01/10/2016,Nike,800,Mens,3,4.99,1.96,,
01/10/2016,Nike,800,Mens,20,4.59,1.35,,
01/10/2016,Nike,6530,Kids,122,2.48,1.91,,
01/10/2016,Adidas,2790,Mens,56,5.29,4.05,,
01/10/2016,Adidas,4680,Home,47,3.47,1.99,,
01/10/2016,Nike,4215,Womens,94,2.12,1.38,,
01/10/2016,Nike,2541,Shoes,10,9.99,3.00,,
01/10/2016,Nike,3551,Accessories,28,4.15,1.65,,
01/10/2016,Adidas,3690,Womens,12,10.82,4.97,,
01/10/2016,Adidas,2158,Womens,13,9.91,4.50,,
01/10/2016,Adidas,7320,Womens,18,6.44,2.53,,
01/10/2016,Adidas,3690,Kids,17,8.23,4.06,,
01/10/2016,Nike,3199,Mens,22,5.56,2.33,,
01/10/2016,Nike,6530,Kids,21,7.38,4.00,,
01/10/2016,Adidas,6021,Mens,23,6.29,3.20,,
01/10/2016,Adidas,3690,Home,32,4.58,2.36,,
01/10/2016,Adidas,3931,Equipment,45,3.25,1.67,,
01/10/2016,Adidas,870,Mens,11,12.99,6.50,,
01/10/2016,Adidas,3500,Mens,11,9.99,3.50,,
01/10/2016,Nike,800,Mens,25,3.58,0.82,,
01/10/2016,Adidas,4825,Womens,20,6.74,3.16,,
01/10/2016,Adidas,7010,Womens,16,7.99,3.50,,
01/10/2016,Nike,800,Mens,315,7.35,3.63,,
01/10/2016,Adidas,6030,Mens,22,6.40,3.13,,
01/10/2016,Adidas,2790,Womens,9,11.23,3.23,,
01/10/2016,Nike,4509,Mens,9,9.99,1.96,,
01/10/2016,Adidas,2158,Kids,23,6.48,3.33,,
01/10/2016,Nike,3148,Womens,126,1.68,1.10,,
01/10/2016,Adidas,6109,Womens,16,9.49,4.94,,
01/10/2016,Adidas,2790,Home,60,1.96,0.75,,
01/10/2016,Nike,6280,Womens,91,1.94,1.14,,
01/10/2016,Adidas,6052,Mens,23,6.29,3.12,,
01/10/2016,Adidas,5607,Womens,22,7.30,3.98,,
01/10/2016,Nike,800,Mens,658,6.27,3.38,,
01/10/2016,Nike,800,Kids,3,2.33,1.80,,
01/10/2016,Adidas,3500,Juniors,12,12.82,6.73,,
01/10/2016,Adidas,4825,Hosiery,31,5.01,2.65,,
01/10/2016,Adidas,4655,Mens,18,7.93,3.86,,
01/10/2016,Adidas,2609,Kids,18,8.88,4.81,,
01/10/2016,Nike,2830,Womens,38,6.55,4.62,,
01/10/2016,Nike,800,Kids,52,3.82,3.34,,
01/10/2016,Nike,800,Kids,19,5.57,2.60,,
01/10/2016,Adidas,6109,Hosiery,99,3.23,2.49,,
01/10/2016,Adidas,5011,Hosiery,35,4.53,2.43,,
01/10/2016,Adidas,3500,Kids,18,8.21,4.11,,
01/10/2016,Nike,800,Kids,69,5.24,2.09,,
01/10/2016,Nike,3066,Womens,23,7.26,4.04,,
01/10/2016,Adidas,5607,Hosiery,35,4.56,2.44,,
01/10/2016,Nike,800,Kids,100,8.12,3.78,,
01/10/2016,Nike,800,Kids,175,5.79,2.96,,
01/10/2016,Nike,2650,Accessories,9,21.77,13.53,,
01/10/2016,Nike,800,Kids,439,5.23,3.01,,
01/10/2016,Nike,800,Juniors,61,4.09,2.88,,
01/10/2016,Nike,800,Juniors,39,7.48,2.77,,
01/10/2016,Nike,800,Juniors,297,6.07,3.06,,
01/10/2016,Nike,800,Juniors,434,7.55,3.86,,
01/10/2016,Nike,800,Shoes,300,4.64,2.39,,
01/10/2016,Nike,2350,Kids,85,4.13,3.25,,
01/10/2016,Nike,3175,Womens,12,7.99,1.75,,
01/10/2016,Nike,800,Shoes,125,20.73,14.06,,
01/10/2016,Nike,2480,Home,17,9.92,5.51,,
01/10/2016,Adidas,6021,Home,43,4.05,2.31,,
01/10/2016,Nike,2480,Mens,8,12.99,3.59,,
01/10/2016,Adidas,2485,Kids,20,8.79,5.03,,
01/10/2016,Adidas,2120,Mens,20,7.21,3.44,,
01/10/2016,Nike,4068,Womens,14,13.92,8.52,,
01/10/2016,Adidas,3690,Hosiery,43,3.90,2.14,,
01/10/2016,Nike,800,Shoes,57,43.04,27.79,,
01/10/2016,Adidas,4883,Kids,18,11.99,7.76,,
01/10/2016,Nike,3018,Kids,22,6.35,2.89,,
01/10/2016,Nike,3550,Mens,30,5.07,2.53,,
01/10/2016,Nike,3199,Kids,26,4.68,1.75,,
01/10/2016,Nike,800,Equipment,1,4.99,3.75,,
01/10/2016,Adidas,4700,Kids,16,9.55,4.78,,
01/10/2016,Nike,800,Equipment,12,5.74,0.56,,
01/10/2016,Nike,800,Equipment,404,4.73,2.43,,
01/10/2016,Adidas,2790,Hosiery,36,4.32,2.20,,
01/10/2016,Nike,3018,Womens,96,1.72,0.92,,
01/10/2016,Nike,2116,Kids,78,3.48,2.50,,
01/10/2016,Adidas,4883,Home,65,4.13,2.95,,
01/10/2016,Nike,2480,Mens,28,4.21,1.45,,
01/10/2016,Nike,2617,Womens,18,7.30,3.00,,
01/10/2016,Adidas,7018,Hosiery,37,4.59,2.50,,
01/10/2016,Adidas,2750,Mens,11,13.72,6.68,,
01/10/2016,Adidas,3280,Mens,20,5.84,1.97,,
01/10/2016,Nike,3551,Mens,59,3.45,2.14,,
01/10/2016,Adidas,6450,Home,33,4.81,2.46,,
01/10/2016,Nike,800,Hosiery,227,4.55,2.31,,
01/10/2016,Nike,800,Accessories,6,4.32,2.08,,
01/10/2016,Nike,6530,Womens,30,6.93,4.34,,
01/10/2016,Adidas,2750,Womens,28,5.20,2.42,,
01/10/2016,Adidas,7320,Kids,28,5.78,2.99,,
01/10/2016,Nike,2541,Kids,22,7.55,4.00,,
